SEASON_YEAR_FULL,TeamID,TeamName,WINS,WinPCT,PointsPG,DiffPointsPG,AheadAtHalf,Home_Wins,Home_Losses,Road_Wins,Road_Losses,FG3A_PG
2017-18,1610612758,Kings,27,0.329,99.0,-7.0,15-11,14,27,13,28,21.666666666666668
2017-18,1610612758,Kings,27,0.329,99.0,-7.0,15-11,14,27,13,28,23.98780487804878
2017-18,1610612751,Nets,28,0.341,107.0,-4.0,18-14,15,26,13,28,26.6
2017-18,1610612751,Nets,28,0.341,107.0,-4.0,18-14,15,26,13,28,35.65853658536585
2017-18,1610612742,Mavericks,24,0.293,102.0,-3.0,17-17,15,26,9,32,26.272727272727273
2017-18,1610612742,Mavericks,24,0.293,102.0,-3.0,17-17,15,26,9,32,32.78048780487805
2017-18,1610612741,Bulls,27,0.329,103.0,-7.0,17-13,17,24,10,31,33.8
2017-18,1610612741,Bulls,27,0.329,103.0,-7.0,17-13,17,24,10,31,31.085365853658537
2017-18,1610612753,Magic,25,0.305,103.0,-5.0,13-13,17,24,8,33,20.4
2017-18,1610612753,Magic,25,0.305,103.0,-5.0,13-13,17,24,8,33,29.329268292682926
2017-18,1610612763,Grizzlies,22,0.268,99.0,-6.0,14-8,16,25,6,35,17.333333333333332
2017-18,1610612763,Grizzlies,22,0.268,99.0,-6.0,14-8,16,25,6,35,26.24390243902439
2017-18,1610612756,Suns,21,0.256,104.0,-9.0,16-12,10,31,11,30,25.5
2017-18,1610612756,Suns,21,0.256,104.0,-9.0,16-12,10,31,11,30,27.878048780487806
2017-18,1610612737,Hawks,24,0.293,103.0,-5.0,13-16,16,25,8,33,17.8
2017-18,1610612737,Hawks,24,0.293,103.0,-5.0,13-16,16,25,8,33,31.024390243902438
2018-19,1610612744,Warriors,57,0.695,118.0,6.0,43-6,30,11,27,14,29.625
2018-19,1610612744,Warriors,57,0.695,118.0,6.0,43-6,30,11,27,14,34.4390243902439
2018-19,1610612749,Bucks,60,0.732,118.0,9.0,47-7,33,8,27,14,27.4
2018-19,1610612749,Bucks,60,0.732,118.0,9.0,47-7,33,8,27,14,38.21951219512195
2018-19,1610612743,Nuggets,54,0.659,111.0,4.0,40-5,34,7,20,21,21.6
2018-19,1610612743,Nuggets,54,0.659,111.0,4.0,40-5,34,7,20,21,31.353658536585368
2018-19,1610612761,Raptors,58,0.707,114.0,6.0,45-4,32,9,26,15,33.333333333333336
2018-19,1610612761,Raptors,58,0.707,114.0,6.0,45-4,32,9,26,15,33.792682926829265
2018-19,1610612757,Trail Blazers,53,0.646,115.0,4.0,41-10,32,9,21,20,21.571428571428573
2018-19,1610612757,Trail Blazers,53,0.646,115.0,4.0,41-10,32,9,21,20,30.73170731707317
2018-19,1610612755,76ers,51,0.622,115.0,3.0,42-7,31,10,20,21,31.666666666666668
2018-19,1610612755,76ers,51,0.622,115.0,3.0,42-7,31,10,20,21,30.170731707317074
2018-19,1610612745,Rockets,53,0.646,114.0,5.0,37-10,31,10,22,19,33.2
2018-19,1610612745,Rockets,53,0.646,114.0,5.0,37-10,31,10,22,19,45.3780487804878
2018-19,1610612738,Celtics,49,0.598,112.0,4.0,38-11,28,13,21,20,22.333333333333332
2018-19,1610612738,Celtics,49,0.598,112.0,4.0,38-11,28,13,21,20,34.5
2018-19,1610612754,Pacers,48,0.585,108.0,3.0,37-9,29,12,19,22,23.2
2018-19,1610612754,Pacers,48,0.585,108.0,3.0,37-9,29,12,19,22,25.378048780487806
2018-19,1610612762,Jazz,50,0.61,112.0,5.0,42-10,29,12,21,20,24.75
2018-19,1610612762,Jazz,50,0.61,112.0,5.0,42-10,29,12,21,20,34.01219512195122
2018-19,1610612751,Nets,42,0.512,112.0,0.0,29-8,23,18,19,22,28.4
2018-19,1610612751,Nets,42,0.512,112.0,0.0,29-8,23,18,19,22,36.15853658536585
2018-19,1610612760,Thunder,49,0.598,114.0,3.0,31-5,27,14,22,19,18.8
2018-19,1610612760,Thunder,49,0.598,114.0,3.0,31-5,27,14,22,19,32.646341463414636
2018-19,1610612759,Spurs,48,0.585,112.0,2.0,37-6,32,9,16,25,22.5
2018-19,1610612759,Spurs,48,0.585,112.0,2.0,37-6,32,9,16,25,25.25609756097561
2018-19,1610612753,Magic,42,0.512,107.0,1.0,30-11,25,16,17,24,26.6
2018-19,1610612753,Magic,42,0.512,107.0,1.0,30-11,25,16,17,24,32.109756097560975
2018-19,1610612765,Pistons,41,0.5,107.0,0.0,27-10,26,15,15,26,28.5
2018-19,1610612765,Pistons,41,0.5,107.0,0.0,27-10,26,15,15,26,34.80487804878049
2018-19,1610612746,Clippers,48,0.585,115.0,1.0,32-8,26,15,22,19,20.666666666666668
2018-19,1610612746,Clippers,48,0.585,115.0,1.0,32-8,26,15,22,19,25.829268292682926
2018-19,1610612766,Hornets,39,0.476,111.0,-1.0,29-9,25,16,14,27,26.0
2018-19,1610612766,Hornets,39,0.476,111.0,-1.0,29-9,25,16,14,27,33.9390243902439
2018-19,1610612758,Kings,39,0.476,114.0,-1.0,25-14,24,17,15,26,21.5
2018-19,1610612758,Kings,39,0.476,114.0,-1.0,25-14,24,17,15,26,29.9390243902439
2018-19,1610612748,Heat,39,0.476,106.0,0.0,23-16,19,22,20,21,29.125
2018-19,1610612748,Heat,39,0.476,106.0,0.0,23-16,19,22,20,21,32.41463414634146
2018-19,1610612747,Lakers,37,0.451,112.0,-2.0,21-11,22,19,15,26,26.3
2018-19,1610612747,Lakers,37,0.451,112.0,-2.0,21-11,22,19,15,26,30.98780487804878
2018-19,1610612764,Wizards,32,0.39,114.0,-3.0,19-12,22,19,10,31,26.8
2018-19,1610612764,Wizards,32,0.39,114.0,-3.0,19-12,22,19,10,31,33.30487804878049
2018-19,1610612750,Timberwolves,36,0.439,112.0,-2.0,20-9,25,16,11,30,25.0
2018-19,1610612750,Timberwolves,36,0.439,112.0,-2.0,20-9,25,16,11,30,28.74390243902439
2018-19,1610612737,Hawks,29,0.354,113.0,-6.0,20-18,17,24,12,29,31.555555555555557
2018-19,1610612737,Hawks,29,0.354,113.0,-6.0,20-18,17,24,12,29,37.0
2018-19,1610612763,Grizzlies,33,0.402,104.0,-3.0,26-20,21,20,12,29,21.3
2018-19,1610612763,Grizzlies,33,0.402,104.0,-3.0,26-20,21,20,12,29,28.878048780487806
2018-19,1610612740,Pelicans,33,0.402,115.0,-1.0,20-13,19,22,14,27,19.6
2018-19,1610612740,Pelicans,33,0.402,115.0,-1.0,20-13,19,22,14,27,29.865853658536587
2018-19,1610612741,Bulls,22,0.268,105.0,-8.0,9-17,9,32,13,28,27.8
2018-19,1610612741,Bulls,22,0.268,105.0,-8.0,9-17,9,32,13,28,25.890243902439025
2018-19,1610612742,Mavericks,33,0.402,109.0,-1.0,23-14,24,17,9,32,26.4
2018-19,1610612742,Mavericks,33,0.402,109.0,-1.0,23-14,24,17,9,32,36.609756097560975
2018-19,1610612739,Cavaliers,19,0.232,104.0,-10.0,15-10,13,28,6,35,23.0
2018-19,1610612739,Cavaliers,19,0.232,104.0,-10.0,15-10,13,28,6,35,29.121951219512194
2018-19,1610612756,Suns,19,0.232,108.0,-9.0,10-12,12,29,7,34,23.4
2018-19,1610612756,Suns,19,0.232,108.0,-9.0,10-12,12,29,7,34,29.26829268292683
2018-19,1610612752,Knicks,17,0.207,105.0,-9.0,8-12,9,32,8,33,20.8
2018-19,1610612752,Knicks,17,0.207,105.0,-9.0,8-12,9,32,8,33,29.524390243902438
2019-20,1610612747,Lakers,52,0.732,113.0,6.0,39-8,25,10,27,9,31.582278481012658
2019-20,1610612749,Bucks,56,0.767,119.0,10.0,46-4,30,5,26,12,38.58974358974359
2019-20,1610612761,Raptors,53,0.736,113.0,6.0,37-4,26,10,27,9,36.63636363636363
2019-20,1610612746,Clippers,49,0.681,116.0,6.0,36-6,27,9,22,14,33.064935064935064
2019-20,1610612738,Celtics,48,0.667,114.0,6.0,36-8,26,10,22,14,34.246753246753244
2019-20,1610612743,Nuggets,46,0.63,111.0,2.0,27-8,26,11,20,16,30.337662337662337
2019-20,1610612754,Pacers,45,0.616,109.0,2.0,33-5,25,11,20,17,28.03846153846154
2019-20,1610612745,Rockets,44,0.611,118.0,3.0,32-8,24,12,20,16,45.0
2019-20,1610612748,Heat,44,0.603,112.0,3.0,34-12,29,7,15,22,34.58024691358025
2019-20,1610612760,Thunder,44,0.611,110.0,2.0,31-10,23,14,21,14,29.935064935064936
2019-20,1610612755,76ers,43,0.589,111.0,2.0,29-9,31,4,12,26,31.474358974358974
2019-20,1610612762,Jazz,44,0.611,111.0,2.0,28-7,23,12,21,16,34.6625
2019-20,1610612751,Nets,35,0.486,112.0,-1.0,26-16,20,16,15,21,37.05128205128205
2019-20,1610612742,Mavericks,43,0.573,117.0,5.0,31-13,20,18,23,14,40.5
2019-20,1610612757,Trail Blazers,35,0.473,115.0,-1.0,28-11,21,15,14,24,33.65822784810127
2019-20,1610612753,Magic,33,0.452,107.0,-1.0,23-9,18,17,15,23,31.705128205128204
2019-20,1610612764,Wizards,25,0.347,114.0,-5.0,17-9,16,20,9,27,32.116883116883116
2019-20,1610612763,Grizzlies,34,0.466,113.0,-1.0,28-7,20,17,14,22,31.373493975903614
2019-20,1610612766,Hornets,23,0.354,103.0,-7.0,13-13,10,21,13,21,33.92857142857143
2019-20,1610612756,Suns,34,0.466,114.0,0.0,23-9,17,22,17,17,31.584415584415584
2019-20,1610612741,Bulls,22,0.338,107.0,-3.0,15-15,14,20,8,23,34.18571428571428
2019-20,1610612759,Spurs,32,0.451,114.0,-1.0,19-10,19,15,13,24,27.50632911392405
2019-20,1610612758,Kings,31,0.431,110.0,-2.0,23-10,16,19,15,22,34.2
2019-20,1610612752,Knicks,21,0.318,106.0,-6.0,16-11,11,22,10,23,28.183098591549296
2019-20,1610612765,Pistons,20,0.303,107.0,-4.0,12-10,11,22,9,24,32.816901408450704
2019-20,1610612740,Pelicans,30,0.417,116.0,-1.0,21-6,15,21,15,21,36.243589743589745
2019-20,1610612750,Timberwolves,19,0.297,113.0,-4.0,13-11,8,24,11,21,38.63380281690141
2019-20,1610612737,Hawks,20,0.299,112.0,-8.0,12-12,14,20,6,27,35.47222222222222
2019-20,1610612739,Cavaliers,19,0.292,107.0,-8.0,14-7,11,25,8,21,31.63013698630137
2019-20,1610612744,Warriors,15,0.231,106.0,-9.0,8-11,8,26,7,24,30.726027397260275
2020-21,1610612755,76ers,49,0.681,114.0,6.0,37-4,29,7,20,16,30.125
2020-21,1610612762,Jazz,52,0.722,116.0,9.0,41-4,31,5,21,15,43.02777777777778
2020-21,1610612751,Nets,48,0.667,119.0,5.0,33-6,28,8,20,16,36.111111111111114
2020-21,1610612756,Suns,51,0.708,115.0,6.0,38-9,27,9,24,12,34.583333333333336
2020-21,1610612743,Nuggets,47,0.653,115.0,5.0,37-10,25,11,22,14,34.19444444444444
2020-21,1610612749,Bucks,46,0.639,120.0,6.0,41-5,26,10,20,16,37.06944444444444
2020-21,1610612746,Clippers,47,0.653,114.0,6.0,37-8,26,10,21,15,34.69444444444444
2020-21,1610612752,Knicks,41,0.569,107.0,2.0,34-12,25,11,16,20,30.041666666666668
2020-21,1610612737,Hawks,41,0.569,114.0,2.0,30-8,25,11,16,20,33.361111111111114
2020-21,1610612742,Mavericks,42,0.583,112.0,2.0,34-5,21,15,21,15,38.111111111111114
2020-21,1610612748,Heat,40,0.556,108.0,0.0,28-9,21,15,19,17,36.19444444444444
2020-21,1610612757,Trail Blazers,42,0.583,116.0,2.0,27-8,20,16,22,14,40.81944444444444
2020-21,1610612738,Celtics,36,0.5,113.0,1.0,26-8,21,15,15,21,36.361111111111114
2020-21,1610612747,Lakers,42,0.583,110.0,3.0,31-7,21,15,21,15,31.22222222222222
2020-21,1610612763,Grizzlies,38,0.528,113.0,1.0,27-11,18,18,20,16,31.36111111111111
2020-21,1610612764,Wizards,34,0.472,117.0,-2.0,26-6,19,17,15,21,29.0
2020-21,1610612744,Warriors,39,0.542,114.0,1.0,25-8,25,11,14,22,38.736111111111114
2020-21,1610612754,Pacers,34,0.472,115.0,0.0,25-8,13,23,21,15,33.958333333333336
2020-21,1610612759,Spurs,33,0.458,111.0,-2.0,28-9,14,22,19,17,28.416666666666668
2020-21,1610612766,Hornets,33,0.458,109.0,-2.0,23-6,18,18,15,21,37.02777777777778
2020-21,1610612740,Pelicans,31,0.431,115.0,0.0,19-11,18,18,13,23,30.416666666666668
2020-21,1610612741,Bulls,31,0.431,111.0,-1.0,24-8,15,21,16,20,33.97222222222222
2020-21,1610612758,Kings,31,0.431,114.0,-4.0,24-10,16,20,15,21,33.333333333333336
2020-21,1610612761,Raptors,27,0.375,111.0,0.0,17-12,16,20,11,25,39.31944444444444
2020-21,1610612739,Cavaliers,22,0.306,104.0,-8.0,18-8,13,23,9,27,29.73611111111111
2020-21,1610612750,Timberwolves,23,0.319,112.0,-6.0,9-7,13,23,10,26,37.583333333333336
2020-21,1610612753,Magic,21,0.292,104.0,-9.0,16-10,11,25,10,26,31.77777777777778
2020-21,1610612760,Thunder,22,0.306,105.0,-11.0,13-10,10,26,12,24,35.125
2020-21,1610612745,Rockets,17,0.236,109.0,-8.0,14-8,9,27,8,28,40.59722222222222
2020-21,1610612765,Pistons,20,0.278,107.0,-4.0,16-10,13,23,7,29,32.916666666666664
2021-22,1610612748,Heat,53,0.646,110.0,4.0,41-11,29,12,24,17,35.20224719101124
2021-22,1610612756,Suns,64,0.78,115.0,8.0,49-6,32,9,32,9,31.850574712643677
2021-22,1610612738,Celtics,51,0.622,112.0,7.0,41-9,28,13,23,18,37.172413793103445
2021-22,1610612763,Grizzlies,56,0.683,116.0,6.0,50-9,30,11,26,15,32.44444444444444
2021-22,1610612749,Bucks,51,0.622,115.0,3.0,43-11,27,14,24,17,37.96551724137931
2021-22,1610612744,Warriors,53,0.646,111.0,6.0,36-7,31,10,22,19,38.7752808988764
2021-22,1610612755,76ers,51,0.622,110.0,3.0,37-11,24,17,27,14,31.67816091954023
2021-22,1610612742,Mavericks,52,0.634,108.0,3.0,34-9,29,12,23,18,36.724137931034484
2021-22,1610612762,Jazz,49,0.598,114.0,6.0,39-13,29,12,20,21,39.632183908045974
2021-22,1610612761,Raptors,48,0.585,109.0,2.0,33-9,24,17,24,17,33.97701149425287
2021-22,1610612741,Bulls,46,0.561,112.0,0.0,35-5,27,14,19,22,28.655172413793103
2021-22,1610612743,Nuggets,48,0.585,113.0,2.0,36-12,23,18,25,16,35.57471264367816
2021-22,1610612750,Timberwolves,46,0.561,116.0,3.0,34-10,26,15,20,21,40.39080459770115
2021-22,1610612751,Nets,44,0.537,113.0,1.0,29-15,20,21,24,17,31.54022988505747
2021-22,1610612739,Cavaliers,44,0.537,108.0,2.0,30-14,25,16,19,22,32.52873563218391
2021-22,1610612746,Clippers,42,0.512,108.0,0.0,29-8,25,16,17,24,34.03448275862069
2021-22,1610612737,Hawks,43,0.524,114.0,2.0,35-12,27,14,16,25,34.13793103448276
2021-22,1610612740,Pelicans,36,0.439,109.0,-1.0,24-8,19,22,17,24,31.850574712643677
2021-22,1610612759,Spurs,34,0.415,113.0,0.0,28-9,16,25,18,23,31.77777777777778
2021-22,1610612766,Hornets,43,0.524,115.0,0.0,30-8,22,19,21,20,37.3448275862069
2021-22,1610612752,Knicks,37,0.451,106.0,0.0,28-13,17,24,20,21,36.95454545454545
2021-22,1610612747,Lakers,33,0.402,112.0,-3.0,17-12,21,20,12,29,33.71910112359551
2021-22,1610612758,Kings,30,0.366,110.0,-5.0,21-15,16,25,14,27,32.70786516853933
2021-22,1610612764,Wizards,35,0.427,109.0,-3.0,18-11,21,20,14,27,30.767441860465116
2021-22,1610612754,Pacers,25,0.305,111.0,-3.0,21-14,16,25,9,32,34.93103448275862
2021-22,1610612757,Trail Blazers,27,0.329,106.0,-9.0,20-13,17,24,10,31,36.229885057471265
2021-22,1610612765,Pistons,23,0.28,105.0,-8.0,12-17,13,28,10,31,34.632183908045974
2021-22,1610612760,Thunder,24,0.293,104.0,-8.0,9-10,12,29,12,29,36.91954022988506
2021-22,1610612745,Rockets,20,0.244,110.0,-8.0,9-15,11,30,9,32,38.64367816091954
2021-22,1610612753,Magic,22,0.268,104.0,-8.0,13-9,12,29,10,31,36.60919540229885
2022-23,1610612743,Nuggets,53,0.646,116.0,3.0,33-9,34,7,19,22,31.091954022988507
2022-23,1610612749,Bucks,58,0.707,117.0,4.0,44-7,32,9,26,15,39.7816091954023
2022-23,1610612738,Celtics,57,0.695,118.0,7.0,45-9,32,9,25,16,42.2183908045977
2022-23,1610612763,Grizzlies,51,0.622,117.0,4.0,43-13,35,6,16,25,33.6
2022-23,1610612755,76ers,54,0.659,115.0,4.0,34-4,29,12,25,16,32.077777777777776
2022-23,1610612758,Kings,48,0.585,121.0,3.0,30-11,23,18,25,16,36.7
2022-23,1610612739,Cavaliers,51,0.622,112.0,5.0,35-10,31,10,20,21,31.25287356321839
2022-23,1610612756,Suns,45,0.549,114.0,2.0,36-9,28,13,17,24,32.49425287356322
2022-23,1610612746,Clippers,44,0.537,114.0,1.0,24-9,23,18,21,20,32.89655172413793
2022-23,1610612752,Knicks,47,0.573,116.0,3.0,37-12,23,18,24,17,35.42528735632184
2022-23,1610612744,Warriors,44,0.537,119.0,2.0,34-12,33,8,11,30,41.733333333333334
2022-23,1610612751,Nets,45,0.549,113.0,1.0,28-12,23,18,22,19,33.206896551724135
2022-23,1610612747,Lakers,43,0.524,117.0,1.0,29-10,23,18,20,21,30.755555555555556
2022-23,1610612748,Heat,44,0.537,109.0,0.0,30-10,27,14,17,24,34.111111111111114
2022-23,1610612737,Hawks,41,0.5,118.0,0.0,31-12,24,17,17,24,30.160919540229884
2022-23,1610612750,Timberwolves,42,0.512,116.0,0.0,28-18,22,19,20,21,32.94252873563219
2022-23,1610612740,Pelicans,42,0.512,114.0,2.0,31-13,27,14,15,26,30.080459770114942
2022-23,1610612761,Raptors,41,0.5,113.0,1.0,33-11,27,14,14,27,32.06896551724138
2022-23,1610612741,Bulls,40,0.488,113.0,1.0,27-12,22,19,18,23,28.448275862068964
2022-23,1610612760,Thunder,40,0.488,117.0,1.0,26-8,24,17,16,25,33.84444444444444
2022-23,1610612742,Mavericks,38,0.463,114.0,0.0,26-14,23,18,15,26,40.41379310344828
2022-23,1610612754,Pacers,35,0.427,116.0,-3.0,21-13,20,21,15,26,36.44827586206897
2022-23,1610612762,Jazz,37,0.451,117.0,-1.0,26-9,23,18,14,27,37.28888888888889
2022-23,1610612764,Wizards,35,0.427,113.0,-1.0,26-14,19,22,16,25,31.436781609195403
2022-23,1610612753,Magic,34,0.415,111.0,-3.0,25-11,20,21,14,27,31.333333333333332
2022-23,1610612757,Trail Blazers,33,0.402,113.0,-4.0,21-14,17,24,16,25,34.747126436781606
2022-23,1610612745,Rockets,22,0.268,111.0,-8.0,14-16,14,27,8,33,31.95402298850575
2022-23,1610612766,Hornets,27,0.329,111.0,-6.0,15-8,13,28,14,27,32.51724137931034
2022-23,1610612759,Spurs,22,0.268,113.0,-10.0,17-11,14,27,8,33,32.01149425287356
2022-23,1610612765,Pistons,17,0.207,110.0,-8.0,12-14,9,32,8,33,32.32183908045977
2023-24,1610612738,Celtics,64,0.78,121.0,11.0,56-11,37,4,27,14,41.758620689655174
2023-24,1610612760,Thunder,57,0.695,120.0,7.0,44-5,33,8,24,17,34.13333333333333
2023-24,1610612743,Nuggets,57,0.695,115.0,5.0,43-8,33,8,24,17,31.39080459770115
2023-24,1610612752,Knicks,50,0.61,113.0,5.0,37-3,27,14,23,18,35.4367816091954
2023-24,1610612749,Bucks,49,0.598,119.0,3.0,38-8,31,11,18,22,37.367816091954026
2023-24,1610612750,Timberwolves,56,0.683,113.0,6.0,38-7,30,11,26,15,32.229885057471265
2023-24,1610612739,Cavaliers,48,0.585,113.0,2.0,36-12,26,15,22,19,36.29545454545455
2023-24,1610612746,Clippers,51,0.622,116.0,3.0,38-11,25,16,26,15,33.18390804597701
2023-24,1610612742,Mavericks,50,0.61,118.0,2.0,32-5,25,16,25,16,39.03448275862069
2023-24,1610612753,Magic,47,0.573,110.0,2.0,37-9,29,12,18,23,31.436781609195403
2023-24,1610612754,Pacers,47,0.573,123.0,3.0,32-7,26,15,21,20,35.04597701149425
2023-24,1610612756,Suns,49,0.598,116.0,3.0,36-12,25,16,24,17,32.40229885057471
2023-24,1610612740,Pelicans,49,0.598,115.0,4.0,45-11,21,19,28,14,32.206896551724135
2023-24,1610612755,76ers,47,0.573,115.0,3.0,38-10,25,16,22,19,33.03333333333333
2023-24,1610612747,Lakers,47,0.573,118.0,1.0,33-5,28,14,19,21,31.078651685393258
2023-24,1610612748,Heat,46,0.561,110.0,2.0,36-9,22,19,24,17,33.38202247191011
2023-24,1610612741,Bulls,39,0.476,112.0,-1.0,26-11,20,21,19,22,32.04597701149425
2023-24,1610612758,Kings,46,0.561,117.0,2.0,38-9,24,17,22,19,38.78651685393258
2023-24,1610612737,Hawks,36,0.439,118.0,-2.0,25-13,21,20,15,26,37.85057471264368
2023-24,1610612744,Warriors,46,0.561,118.0,3.0,36-13,21,20,25,16,38.48314606741573
2023-24,1610612745,Rockets,41,0.5,114.0,1.0,27-11,27,14,14,27,36.42045454545455
2023-24,1610612751,Nets,32,0.39,110.0,-3.0,21-15,20,21,12,29,36.59770114942529
2023-24,1610612761,Raptors,25,0.305,112.0,-6.0,19-14,14,27,11,30,32.86206896551724
2023-24,1610612762,Jazz,31,0.378,116.0,-5.0,21-5,21,20,10,31,36.82222222222222
2023-24,1610612763,Grizzlies,27,0.329,106.0,-7.0,15-14,9,32,18,23,37.75555555555555
2023-24,1610612766,Hornets,21,0.256,107.0,-10.0,11-6,11,30,10,31,33.47191011235955
2023-24,1610612759,Spurs,22,0.268,112.0,-6.0,14-15,12,29,10,31,35.62921348314607
2023-24,1610612764,Wizards,15,0.183,114.0,-9.0,12-15,7,34,8,33,34.88505747126437
2023-24,1610612757,Trail Blazers,21,0.256,106.0,-9.0,12-11,11,30,10,31,32.747126436781606
2023-24,1610612765,Pistons,14,0.171,110.0,-9.0,9-10,7,33,7,35,31.724137931034484
2024-25,1610612739,Cavaliers,64,0.78,122.0,10.0,50-9,34,7,30,11,41.04597701149425
2024-25,1610612760,Thunder,68,0.829,121.0,13.0,53-5,35,6,32,8,38.53333333333333
2024-25,1610612738,Celtics,61,0.744,116.0,9.0,50-6,28,13,33,8,47.45977011494253
2024-25,1610612745,Rockets,52,0.634,114.0,5.0,40-8,29,12,23,17,35.13793103448276
2024-25,1610612747,Lakers,50,0.61,113.0,1.0,43-7,31,10,19,22,35.93333333333333
2024-25,1610612752,Knicks,51,0.622,116.0,4.0,36-13,27,14,24,17,33.5632183908046
2024-25,1610612754,Pacers,50,0.61,117.0,2.0,32-7,29,11,20,20,35.39080459770115
2024-25,1610612743,Nuggets,50,0.61,121.0,4.0,34-6,26,15,24,17,31.7816091954023
2024-25,1610612746,Clippers,50,0.61,113.0,5.0,35-6,30,11,20,21,33.172413793103445
2024-25,1610612749,Bucks,48,0.585,116.0,2.0,36-13,27,14,20,20,36.35632183908046
2024-25,1610612765,Pistons,44,0.537,116.0,2.0,32-7,22,19,22,19,34.94252873563219
2024-25,1610612750,Timberwolves,49,0.598,114.0,5.0,35-8,25,16,24,17,39.10344827586207
2024-25,1610612753,Magic,41,0.5,105.0,0.0,26-10,22,19,19,22,35.01149425287356
2024-25,1610612744,Warriors,48,0.585,114.0,3.0,33-4,24,17,24,17,41.41111111111111
2024-25,1610612763,Grizzlies,48,0.585,122.0,5.0,31-8,26,15,22,19,36.879120879120876
2024-25,1610612737,Hawks,40,0.488,118.0,-1.0,26-13,21,19,19,22,37.827586206896555
2024-25,1610612741,Bulls,39,0.476,118.0,-2.0,21-10,18,23,21,20,41.3448275862069
2024-25,1610612758,Kings,40,0.488,116.0,0.0,26-10,20,21,20,21,34.71264367816092
2024-25,1610612742,Mavericks,39,0.476,114.0,-1.0,30-9,22,18,17,25,33.87356321839081
2024-25,1610612748,Heat,37,0.451,111.0,1.0,30-17,19,22,17,23,36.362637362637365
2024-25,1610612756,Suns,36,0.439,114.0,-3.0,27-15,24,17,12,29,37.827586206896555
2024-25,1610612761,Raptors,30,0.366,111.0,-4.0,24-12,18,23,12,29,33.88505747126437
2024-25,1610612757,Trail Blazers,36,0.439,111.0,-3.0,25-8,22,19,14,27,37.770114942528735
2024-25,1610612751,Nets,26,0.317,105.0,-7.0,16-16,12,29,14,27,39.41379310344828
2024-25,1610612755,76ers,24,0.293,110.0,-6.0,20-11,12,29,12,29,36.266666666666666
2024-25,1610612759,Spurs,34,0.415,114.0,-3.0,22-12,20,20,13,27,38.833333333333336
2024-25,1610612766,Hornets,19,0.232,105.0,-9.0,11-8,12,29,7,34,37.91111111111111
2024-25,1610612740,Pelicans,21,0.256,110.0,-9.0,10-17,14,27,7,34,34.0919540229885
2024-25,1610612762,Jazz,17,0.207,112.0,-9.0,12-11,10,31,7,34,38.78888888888889
2024-25,1610612764,Wizards,18,0.22,108.0,-12.0,14-9,8,32,10,31,39.14942528735632
