SEASON_YEAR_FULL,TeamID,TeamName,WINS,WinPCT,PointsPG,DiffPointsPG,AheadAtHalf,Home_Wins,Home_Losses,Road_Wins,Road_Losses,FG3A_PG
2010-11,1610612759,Spurs,61,0.744,104.0,6.0,46-5,36,5,25,16,14.2
2010-11,1610612759,Spurs,61,0.744,104.0,6.0,46-5,36,5,25,16,21.0609756097561
2010-11,1610612741,Bulls,62,0.756,99.0,7.0,45-6,36,5,26,15,13.4
2010-11,1610612741,Bulls,62,0.756,99.0,7.0,45-6,36,5,26,15,17.25609756097561
2010-11,1610612747,Lakers,57,0.695,101.0,6.0,41-9,30,11,27,14,12.4
2010-11,1610612747,Lakers,57,0.695,101.0,6.0,41-9,30,11,27,14,18.134146341463413
2010-11,1610612748,Heat,58,0.707,102.0,7.0,46-9,30,11,28,13,8.8
2010-11,1610612748,Heat,58,0.707,102.0,7.0,46-9,30,11,28,13,18.036585365853657
2010-11,1610612742,Mavericks,57,0.695,100.0,4.0,38-9,29,12,28,13,12.0
2010-11,1610612742,Mavericks,57,0.695,100.0,4.0,38-9,29,12,28,13,21.5609756097561
2010-11,1610612738,Celtics,56,0.683,97.0,5.0,36-10,33,8,23,18,14.0
2010-11,1610612738,Celtics,56,0.683,97.0,5.0,36-10,33,8,23,18,13.646341463414634
2010-11,1610612753,Magic,52,0.634,99.0,5.0,37-8,29,12,23,18,13.2
2010-11,1610612753,Magic,52,0.634,99.0,5.0,37-8,29,12,23,18,25.646341463414632
2010-11,1610612760,Thunder,55,0.671,105.0,4.0,40-7,30,11,25,16,12.8
2010-11,1610612760,Thunder,55,0.671,105.0,4.0,40-7,30,11,25,16,17.109756097560975
2010-11,1610612743,Nuggets,50,0.61,107.0,5.0,35-8,33,8,17,24,15.0
2010-11,1610612743,Nuggets,50,0.61,107.0,5.0,35-8,33,8,17,24,20.78048780487805
2010-11,1610612737,Hawks,44,0.537,95.0,-1.0,34-10,24,17,20,21,12.6
2010-11,1610612737,Hawks,44,0.537,95.0,-1.0,34-10,24,17,20,21,17.402439024390244
2010-11,1610612757,Trail Blazers,48,0.585,96.0,2.0,32-13,30,11,18,23,14.8
2010-11,1610612757,Trail Blazers,48,0.585,96.0,2.0,32-13,30,11,18,23,18.329268292682926
2010-11,1610612752,Knicks,42,0.512,107.0,1.0,32-12,23,18,19,22,24.6
2010-11,1610612752,Knicks,42,0.512,107.0,1.0,32-12,23,18,19,22,25.378048780487806
2010-11,1610612740,Hornets,46,0.561,95.0,1.0,30-14,28,13,18,23,14.2
2010-11,1610612740,Hornets,46,0.561,95.0,1.0,30-14,28,13,18,23,15.024390243902438
2010-11,1610612755,76ers,41,0.5,99.0,2.0,30-10,26,15,15,26,15.0
2010-11,1610612755,76ers,41,0.5,99.0,2.0,30-10,26,15,15,26,15.21951219512195
2010-11,1610612763,Grizzlies,46,0.561,100.0,2.0,32-8,30,11,16,25,7.4
2010-11,1610612763,Grizzlies,46,0.561,100.0,2.0,32-8,30,11,16,25,11.292682926829269
2010-11,1610612754,Pacers,37,0.451,100.0,-1.0,29-10,24,17,13,28,19.4
2010-11,1610612754,Pacers,37,0.451,100.0,-1.0,29-10,24,17,13,28,20.158536585365855
2010-11,1610612745,Rockets,43,0.524,106.0,2.0,31-14,25,16,18,23,14.4
2010-11,1610612745,Rockets,43,0.524,106.0,2.0,31-14,25,16,18,23,22.475609756097562
2010-11,1610612749,Bucks,35,0.427,92.0,-1.0,26-13,22,19,13,28,12.0
2010-11,1610612749,Bucks,35,0.427,92.0,-1.0,26-13,22,19,13,28,17.24390243902439
2010-11,1610612766,Bobcats,34,0.415,93.0,-4.0,22-6,21,20,13,28,12.4
2010-11,1610612766,Bobcats,34,0.415,93.0,-4.0,22-6,21,20,13,28,14.670731707317072
2010-11,1610612756,Suns,40,0.488,105.0,-1.0,24-10,23,18,17,24,12.8
2010-11,1610612756,Suns,40,0.488,105.0,-1.0,24-10,23,18,17,24,22.646341463414632
2010-11,1610612765,Pistons,30,0.366,97.0,-4.0,22-18,21,20,9,32,12.0
2010-11,1610612765,Pistons,30,0.366,97.0,-4.0,22-18,21,20,9,32,15.317073170731707
2010-11,1610612762,Jazz,39,0.476,99.0,-2.0,24-7,21,20,18,23,9.0
2010-11,1610612762,Jazz,39,0.476,99.0,-2.0,24-7,21,20,18,23,15.317073170731707
2010-11,1610612744,Warriors,36,0.439,103.0,-2.0,24-10,26,15,10,31,15.4
2010-11,1610612744,Warriors,36,0.439,103.0,-2.0,24-10,26,15,10,31,21.329268292682926
2010-11,1610612751,Nets,24,0.293,94.0,-6.0,12-17,19,22,5,36,12.6
2010-11,1610612751,Nets,24,0.293,94.0,-6.0,12-17,19,22,5,36,16.304878048780488
2010-11,1610612764,Wizards,23,0.28,97.0,-7.0,13-12,20,21,3,38,15.8
2010-11,1610612764,Wizards,23,0.28,97.0,-7.0,13-12,20,21,3,38,14.414634146341463
2010-11,1610612746,Clippers,32,0.39,99.0,-3.0,25-16,23,18,9,32,13.8
2010-11,1610612746,Clippers,32,0.39,99.0,-3.0,25-16,23,18,9,32,18.524390243902438
2010-11,1610612758,Kings,24,0.293,99.0,-5.0,12-15,11,30,13,28,10.666666666666666
2010-11,1610612758,Kings,24,0.293,99.0,-5.0,12-15,11,30,13,28,15.573170731707316
2010-11,1610612761,Raptors,22,0.268,99.0,-6.0,14-12,16,25,6,35,7.4
2010-11,1610612761,Raptors,22,0.268,99.0,-6.0,14-12,16,25,6,35,13.304878048780488
2010-11,1610612739,Cavaliers,19,0.232,95.0,-9.0,8-12,12,29,7,34,12.2
2010-11,1610612739,Cavaliers,19,0.232,95.0,-9.0,8-12,12,29,7,34,18.158536585365855
2010-11,1610612750,Timberwolves,17,0.207,101.0,-7.0,12-17,12,29,5,36,11.2
2010-11,1610612750,Timberwolves,17,0.207,101.0,-7.0,12-17,12,29,5,36,19.085365853658537
2011-12,1610612741,Bulls,50,0.758,96.0,8.0,39-3,26,7,24,9,16.924242424242426
2011-12,1610612759,Spurs,50,0.758,104.0,7.0,41-2,28,5,22,11,21.28787878787879
2011-12,1610612748,Heat,46,0.697,98.0,6.0,37-7,28,5,18,15,15.606060606060606
2011-12,1610612760,Thunder,47,0.712,103.0,6.0,38-7,26,7,21,12,19.954545454545453
2011-12,1610612754,Pacers,42,0.636,98.0,3.0,28-5,23,10,19,14,16.12121212121212
2011-12,1610612747,Lakers,41,0.621,97.0,1.0,31-8,26,7,15,18,16.848484848484848
2011-12,1610612738,Celtics,39,0.591,92.0,3.0,26-5,24,9,15,18,14.969696969696969
2011-12,1610612763,Grizzlies,41,0.621,95.0,2.0,24-7,26,7,15,18,12.863636363636363
2011-12,1610612746,Clippers,40,0.606,98.0,3.0,23-7,24,9,16,17,21.833333333333332
2011-12,1610612737,Hawks,40,0.606,97.0,3.0,30-7,23,10,17,16,20.151515151515152
2011-12,1610612743,Nuggets,38,0.576,104.0,3.0,27-9,20,13,18,15,19.863636363636363
2011-12,1610612753,Magic,37,0.561,94.0,1.0,27-8,21,12,16,17,27.045454545454547
2011-12,1610612752,Knicks,36,0.545,98.0,3.0,28-8,22,11,14,19,23.303030303030305
2011-12,1610612742,Mavericks,36,0.545,96.0,1.0,29-9,23,10,13,20,22.181818181818183
2011-12,1610612755,76ers,35,0.53,94.0,4.0,29-11,19,14,16,17,14.590909090909092
2011-12,1610612762,Jazz,36,0.545,100.0,1.0,27-7,25,8,11,22,12.803030303030303
2011-12,1610612745,Rockets,34,0.515,98.0,0.0,26-13,22,11,12,21,20.151515151515152
2011-12,1610612749,Bucks,31,0.47,99.0,0.0,21-12,17,16,14,19,19.166666666666668
2011-12,1610612756,Suns,33,0.5,98.0,0.0,22-5,19,14,14,19,19.62121212121212
2011-12,1610612765,Pistons,25,0.379,91.0,-5.0,16-7,18,15,7,26,13.878787878787879
2011-12,1610612757,Trail Blazers,28,0.424,97.0,-1.0,19-7,20,13,8,25,20.939393939393938
2011-12,1610612761,Raptors,23,0.348,91.0,-3.0,18-12,13,20,10,23,16.28787878787879
2011-12,1610612751,Nets,22,0.333,93.0,-6.0,15-9,9,24,13,20,22.439393939393938
2011-12,1610612750,Timberwolves,26,0.394,98.0,-2.0,13-9,13,20,13,20,21.560606060606062
2011-12,1610612744,Warriors,23,0.348,98.0,-3.0,12-15,12,21,11,22,20.46969696969697
2011-12,1610612739,Cavaliers,21,0.318,93.0,-7.0,12-5,11,22,10,23,19.28787878787879
2011-12,1610612764,Wizards,20,0.303,94.0,-5.0,14-10,11,22,9,24,16.28787878787879
2011-12,1610612758,Kings,22,0.333,99.0,-6.0,11-9,16,17,6,27,19.71212121212121
2011-12,1610612740,Hornets,21,0.318,90.0,-4.0,13-18,11,22,10,23,11.772727272727273
2011-12,1610612766,Bobcats,7,0.106,87.0,-14.0,3-12,4,29,3,30,13.515151515151516
2012-13,1610612748,Heat,66,0.805,103.0,8.0,43-3,37,4,29,12,
2012-13,1610612760,Thunder,60,0.732,106.0,9.0,55-8,34,7,26,15,
2012-13,1610612752,Knicks,54,0.659,100.0,4.0,40-7,31,10,23,18,
2012-13,1610612759,Spurs,58,0.707,103.0,6.0,43-8,35,6,23,18,
2012-13,1610612754,Pacers,49,0.605,95.0,4.0,34-11,30,11,19,21,
2012-13,1610612743,Nuggets,57,0.695,106.0,5.0,43-7,38,3,19,22,
2012-13,1610612751,Nets,49,0.598,97.0,2.0,33-12,26,15,23,18,
2012-13,1610612746,Clippers,56,0.683,101.0,6.0,47-3,32,9,24,17,
2012-13,1610612763,Grizzlies,56,0.683,93.0,4.0,43-9,32,9,24,17,
2012-13,1610612741,Bulls,45,0.549,93.0,0.0,32-9,24,17,21,20,
2012-13,1610612737,Hawks,44,0.537,98.0,0.0,33-6,25,16,19,22,
2012-13,1610612744,Warriors,47,0.573,101.0,1.0,34-7,28,13,19,22,
2012-13,1610612747,Lakers,45,0.549,102.0,1.0,28-6,29,12,16,25,
2012-13,1610612738,Celtics,41,0.506,97.0,0.0,31-9,27,13,14,27,
2012-13,1610612745,Rockets,45,0.549,106.0,3.0,33-9,29,12,16,25,
2012-13,1610612749,Bucks,38,0.463,99.0,-2.0,20-10,21,20,17,24,
2012-13,1610612755,76ers,34,0.415,93.0,-3.0,23-7,23,18,11,30,
2012-13,1610612762,Jazz,43,0.524,98.0,0.0,29-14,30,11,13,28,
2012-13,1610612742,Mavericks,41,0.5,101.0,-1.0,27-12,24,17,17,24,
2012-13,1610612761,Raptors,34,0.415,97.0,-1.0,24-13,21,20,13,28,
2012-13,1610612757,Trail Blazers,33,0.402,98.0,-3.0,19-13,22,19,11,30,
2012-13,1610612765,Pistons,29,0.354,95.0,-4.0,21-15,18,23,11,30,
