TEAM_ID,GP,FG3A,SEASON_YEAR_FULL
1610612738,87,3673,2022-23
1610612751,87,2889,2022-23
1612709928,32,922,2022-23
1610612766,87,2829,2022-23
1610612741,87,2475,2022-23
1611661329,36,754,2022-23
1612709931,32,1150,2022-23
1610612739,87,2719,2022-23
1612709893,32,1163,2022-23
1612709929,32,957,2022-23
1611661323,36,649,2022-23
1610612742,87,3516,2022-23
1611661321,36,813,2022-23
1612709909,32,1174,2022-23
1610612743,87,2705,2022-23
1610612765,87,2812,2022-23
1612709910,32,1115,2022-23
1612709930,32,833,2022-23
1610612744,90,3756,2022-23
1612709917,32,994,2022-23
1612709922,32,1192,2022-23
1610612745,87,2780,2022-23
1611661325,36,724,2022-23
1610612754,87,3171,2022-23
1612709911,32,1283,2022-23
1610612746,87,2862,2022-23
1612709925,32,1185,2022-23
1611661319,36,951,2022-23
1612709921,32,1215,2022-23
1610612747,90,2768,2022-23
1611661320,36,609,2022-23
1612709915,32,1337,2022-23
1610612763,90,3024,2022-23
1612709926,32,1211,2022-23
1610612748,90,3070,2022-23
1610612749,87,3461,2022-23
1611661324,36,707,2022-23
1610612750,87,2866,2022-23
1612709932,32,1076,2022-23
1610612740,87,2617,2022-23
1610612752,87,3082,2022-23
1611661313,36,995,2022-23
1612709889,32,1068,2022-23
1610612760,90,3046,2022-23
1612709924,32,991,2022-23
1610612753,87,2726,2022-23
1610612755,90,2887,2022-23
1611661317,36,961,2022-23
1610612756,87,2827,2022-23
1610612757,87,3023,2022-23
1612709920,32,1154,2022-23
1612709908,32,1283,2022-23
1610612758,90,3303,2022-23
1612709903,32,1129,2022-23
1610612759,87,2785,2022-23
1612709902,32,1298,2022-23
1611661328,36,922,2022-23
1612709904,32,1084,2022-23
1612709905,32,1003,2022-23
1612709914,32,1028,2022-23
1612709918,32,1189,2022-23
1610612761,87,2790,2022-23
1610612762,90,3356,2022-23
1611661322,36,811,2022-23
1610612764,87,2735,2022-23
1612709919,32,1087,2022-23
1612709923,32,1045,2022-23
1612709927,32,1359,2022-23
1611661330,40,766,2023-24
1610612737,87,3293,2023-24
1612709890,34,1069,2023-24
1612709913,34,1309,2023-24
1610612738,87,3633,2023-24
1610612751,87,3184,2023-24
1612709928,34,1132,2023-24
1610612766,89,2979,2023-24
1610612741,87,2788,2023-24
1611661329,40,888,2023-24
1612709931,34,987,2023-24
1610612739,88,3194,2023-24
1612709893,34,1356,2023-24
1612709929,34,1208,2023-24
1611661323,40,798,2023-24
1610612742,87,3396,2023-24
1611661321,40,853,2023-24
1612709909,34,1290,2023-24
1610612743,87,2731,2023-24
1610612765,87,2760,2023-24
1612709930,34,955,2023-24
1610612744,89,3425,2023-24
1612709917,34,1331,2023-24
1612709922,34,1031,2023-24
1610612745,88,3205,2023-24
1611661325,40,791,2023-24
1612709910,34,1010,2023-24
1610612754,87,3049,2023-24
1612709911,34,1283,2023-24
1610612746,87,2887,2023-24
1611661319,40,996,2023-24
1612709921,34,1123,2023-24
1610612747,89,2766,2023-24
1611661320,40,780,2023-24
1612709915,34,1344,2023-24
1610612763,90,3398,2023-24
1612709926,34,1235,2023-24
1610612748,89,2971,2023-24
1610612749,87,3251,2023-24
1611661324,40,832,2023-24
1610612750,87,2804,2023-24
1612709932,34,1180,2023-24
1610612740,87,2802,2023-24
1610612752,87,3083,2023-24
1611661313,40,1187,2023-24
1612709889,34,1257,2023-24
1610612760,90,3072,2023-24
1612709924,34,1237,2023-24
1610612753,87,2735,2023-24
1612709925,34,1424,2023-24
1610612755,90,2973,2023-24
1611661317,40,827,2023-24
1610612756,87,2819,2023-24
1610612757,87,2849,2023-24
1612709920,34,1187,2023-24
1612709908,34,1164,2023-24
1612709933,34,1504,2023-24
1610612758,89,3452,2023-24
1612709903,34,1223,2023-24
1610612759,89,3171,2023-24
1612709902,34,1382,2023-24
1611661328,40,968,2023-24
1612709904,34,1244,2023-24
1612709905,34,1124,2023-24
1612709914,34,1235,2023-24
1612709918,34,1326,2023-24
1610612761,87,2859,2023-24
1610612762,90,3314,2023-24
1611661322,40,923,2023-24
1610612764,87,3035,2023-24
1612709919,34,1393,2023-24
1612709923,34,1104,2023-24
1612709927,34,1148,2023-24
1611661330,40,775,2024-25
1610612737,87,3291,2024-25
1612709890,34,1324,2024-25
1612709913,34,1270,2024-25
1610612738,87,4129,2024-25
1610612751,87,3429,2024-25
1612709928,34,1201,2024-25
1610612766,90,3412,2024-25
1610612741,87,3597,2024-25
1611661329,40,597,2024-25
45,3,63,2024-25
1612709931,34,1206,2024-25
1610612739,87,3571,2024-25
1612709893,34,1310,2024-25
1612709929,34,1389,2024-25
1611661323,40,719,2024-25
1610612742,87,2947,2024-25
1611661321,40,767,2024-25
1612709909,34,1271,2024-25
1610612743,87,2765,2024-25
1610612765,87,3040,2024-25
1610612744,90,3727,2024-25
1612709917,34,1289,2024-25
1612709922,34,1008,2024-25
1610612745,87,3057,2024-25
1611661325,40,1034,2024-25
1612709910,34,1116,2024-25
1610612754,87,3079,2024-25
1612709911,34,1141,2024-25
1610612746,87,2886,2024-25
1611661319,40,1058,2024-25
1612709921,34,1045,2024-25
1610612747,90,3234,2024-25
1611661320,40,902,2024-25
1612709915,34,1357,2024-25
1610612763,91,3356,2024-25
1612709926,34,1395,2024-25
1610612748,91,3309,2024-25
1610612749,87,3163,2024-25
1611661324,40,1000,2024-25
1610612750,87,3402,2024-25
1612709932,34,1144,2024-25
1610612740,87,2966,2024-25
1610612752,87,2920,2024-25
1611661313,40,1160,2024-25
1612709889,34,1323,2024-25
1610612760,90,3468,2024-25
1610612753,87,3046,2024-25
1612709925,34,1292,2024-25
1610612755,90,3264,2024-25
1611661317,40,1045,2024-25
1610612756,87,3291,2024-25
1610612757,87,3286,2024-25
1612709920,34,1124,2024-25
1612709908,34,1370,2024-25
1612709933,34,1386,2024-25
1610612758,87,3020,2024-25
1710612758,3,76,2024-25
1810612758,3,82,2024-25
1612709903,34,1393,2024-25
1610612759,90,3495,2024-25
1612709924,34,1195,2024-25
1612709902,34,1312,2024-25
1611661328,40,840,2024-25
1612709904,34,1199,2024-25
1612709905,34,1352,2024-25
1612709914,34,1351,2024-25
1612709918,34,1104,2024-25
1610612761,87,2948,2024-25
1610612762,90,3491,2024-25
1612709934,34,1513,2024-25
1611661322,40,1064,2024-25
1610612764,87,3406,2024-25
1612709919,34,1479,2024-25
1612709923,34,1049,2024-25
1612709927,34,1189,2024-25
